"","ID","Biome","State","Latitude","Locality","Family","Temp_let","Temp_num","Sex","Sex1","Wing.length..mm.","sLL","dLL","dPL","Emtime","Preadult.death","Death_stat","AdRate","LarvRate","Puplen","Puprate","D.pread.rate","AL","time"
"2993","APR 713","Amazon","Amazonas",-3.028,"APR",6,"C",28,"F",0,2.553,18,NA,NA,19,NA,1,0.0526315789473684,0.0555555555555556,1,1,NA,2,19
"2994","APR 714","Amazon","Amazonas",-3.028,"APR",6,"C",28,"F",0,2.443,13,NA,NA,14,NA,1,0.0714285714285714,0.0769230769230769,1,1,NA,2,14
"2995","APR 716","Amazon","Amazonas",-3.028,"APR",6,"C",28,"F",0,2.34,14,NA,NA,15,NA,1,0.0666666666666667,0.0714285714285714,1,1,NA,2,15
"2996","APR 717","Amazon","Amazonas",-3.028,"APR",6,"C",28,"M",1,2.542,14,NA,NA,16,NA,1,0.0625,0.0714285714285714,2,0.5,NA,2,16
"2997","APR 718","Amazon","Amazonas",-3.028,"APR",6,"C",28,"M",1,2.652,15,NA,NA,17,NA,1,0.0588235294117647,0.0666666666666667,2,0.5,NA,2,17
"2998","ARS 021","Amazon","Amazonas",-2.864,"ARS",14,"A",20,"M",1,2.765,17,NA,NA,20,NA,1,0.05,0.0588235294117647,3,0.333333333333333,NA,5,20
"2999","ARS 022","Amazon","Amazonas",-2.864,"ARS",14,"A",20,"F",0,2.78,18,NA,NA,20,NA,1,0.05,0.0555555555555556,2,0.5,NA,5,20
"3000","ARS 023","Amazon","Amazonas",-2.864,"ARS",14,"A",20,"M",1,2.758,18,NA,NA,21,NA,1,0.0476190476190476,0.0555555555555556,3,0.333333333333333,NA,5,21
"3001","ARS 024","Amazon","Amazonas",-2.864,"ARS",14,"A",20,"F",0,2.671,18,NA,NA,21,NA,1,0.0476190476190476,0.0555555555555556,3,0.333333333333333,NA,4,21
"3002","ARS 025","Amazon","Amazonas",-2.864,"ARS",14,"A",20,"F",0,2.751,20,NA,NA,23,NA,1,0.0434782608695652,0.05,3,0.333333333333333,NA,5,23
"3003","ARS 026","Amazon","Amazonas",-2.864,"ARS",14,"A",20,"F",0,2.719,16,NA,NA,19,NA,1,0.0526315789473684,0.0625,3,0.333333333333333,NA,6,19
"3004","ARS 027","Amazon","Amazonas",-2.864,"ARS",14,"A",20,"M",1,2.726,18,NA,NA,21,NA,1,0.0476190476190476,0.0555555555555556,3,0.333333333333333,NA,2,21
"3005","ARS 028","Amazon","Amazonas",-2.864,"ARS",14,"A",20,"F",0,2.717,20,NA,NA,23,NA,1,0.0434782608695652,0.05,3,0.333333333333333,NA,4,23
"3006","ARS 029","Amazon","Amazonas",-2.864,"ARS",14,"A",20,"F",0,2.685,20,NA,NA,23,NA,1,0.0434782608695652,0.05,3,0.333333333333333,NA,4,23
"3007","ARS 030","Amazon","Amazonas",-2.864,"ARS",14,"A",20,"F",0,2.802,21,NA,NA,24,NA,1,0.0416666666666667,0.0476190476190476,3,0.333333333333333,NA,5,24
"3008","ARS 031","Amazon","Amazonas",-2.864,"ARS",14,"A",20,"F",0,2.821,15,NA,NA,18,NA,1,0.0555555555555556,0.0666666666666667,3,0.333333333333333,NA,5,18
"3009","ARS 032","Amazon","Amazonas",-2.864,"ARS",14,"A",20,"M",1,2.788,16,NA,NA,18,NA,1,0.0555555555555556,0.0625,2,0.5,NA,5,18
"3010","ARS 033","Amazon","Amazonas",-2.864,"ARS",14,"A",20,"F",0,2.744,17,NA,NA,20,NA,1,0.05,0.0588235294117647,3,0.333333333333333,NA,5,20
"3011","ARS 034","Amazon","Amazonas",-2.864,"ARS",14,"A",20,"M",1,2.732,18,NA,NA,21,NA,1,0.0476190476190476,0.0555555555555556,3,0.333333333333333,NA,3,21
"3012","ARS 035","Amazon","Amazonas",-2.864,"ARS",14,"A",20,"F",0,2.872,20,NA,NA,23,NA,1,0.0434782608695652,0.05,3,0.333333333333333,NA,5,23
"3013","ARS 036","Amazon","Amazonas",-2.864,"ARS",14,"B",24,"M",1,2.648,13,NA,NA,15,NA,1,0.0666666666666667,0.0769230769230769,2,0.5,NA,3,15
"3014","ARS 037","Amazon","Amazonas",-2.864,"ARS",14,"B",24,"F",0,2.639,14,NA,NA,16,NA,1,0.0625,0.0714285714285714,2,0.5,NA,3,16
"3015","ARS 038","Amazon","Amazonas",-2.864,"ARS",14,"B",24,"M",1,2.694,14,NA,NA,16,NA,1,0.0625,0.0714285714285714,2,0.5,NA,2,16
"3016","ARS 039","Amazon","Amazonas",-2.864,"ARS",14,"B",24,"F",0,2.713,19,NA,NA,21,NA,1,0.0476190476190476,0.0526315789473684,2,0.5,NA,4,21
"3017","ARS 040","Amazon","Amazonas",-2.864,"ARS",14,"B",24,"M",1,2.771,20,NA,NA,22,NA,1,0.0454545454545455,0.05,2,0.5,NA,3,22
"3018","ARS 041","Amazon","Amazonas",-2.864,"ARS",14,"B",24,"M",1,2.487,14,NA,NA,16,NA,1,0.0625,0.0714285714285714,2,0.5,NA,3,16
"3019","ARS 042","Amazon","Amazonas",-2.864,"ARS",14,"B",24,"M",1,2.526,15,NA,NA,17,NA,1,0.0588235294117647,0.0666666666666667,2,0.5,NA,2,17
"3020","ARS 043","Amazon","Amazonas",-2.864,"ARS",14,"B",24,"M",1,2.566,16,NA,NA,18,NA,1,0.0555555555555556,0.0625,2,0.5,NA,2,18
"3021","ARS 044","Amazon","Amazonas",-2.864,"ARS",14,"B",24,"M",1,2.64,18,NA,NA,20,NA,1,0.05,0.0555555555555556,2,0.5,NA,3,20
"3022","ARS 045","Amazon","Amazonas",-2.864,"ARS",14,"B",24,"M",1,2.705,18,NA,NA,20,NA,1,0.05,0.0555555555555556,2,0.5,NA,2,20
"3023","ARS 046","Amazon","Amazonas",-2.864,"ARS",14,"B",24,"M",1,2.66,13,NA,NA,15,NA,1,0.0666666666666667,0.0769230769230769,2,0.5,NA,2,15
"3024","ARS 047","Amazon","Amazonas",-2.864,"ARS",14,"B",24,"M",1,NA,16,NA,NA,18,NA,1,0.0555555555555556,0.0625,2,0.5,NA,2,18
"3025","ARS 048","Amazon","Amazonas",-2.864,"ARS",14,"B",24,"M",1,2.665,17,NA,NA,19,NA,1,0.0526315789473684,0.0588235294117647,2,0.5,NA,3,19
"3026","ARS 049","Amazon","Amazonas",-2.864,"ARS",14,"B",24,"F",0,2.862,19,NA,NA,21,NA,1,0.0476190476190476,0.0526315789473684,2,0.5,NA,4,21
"3027","ARS 050","Amazon","Amazonas",-2.864,"ARS",14,"B",24,"",NA,NA,NA,18,NA,NA,18,0,NA,NA,NA,NA,0.0555555555555556,NA,18
"3028","ARS 051","Amazon","Amazonas",-2.864,"ARS",14,"C",28,"M",1,2.547,11,NA,NA,12,NA,1,0.0833333333333333,0.0909090909090909,1,1,NA,2,12
"3029","ARS 052","Amazon","Amazonas",-2.864,"ARS",14,"C",28,"M",1,2.695,13,NA,NA,15,NA,1,0.0666666666666667,0.0769230769230769,2,0.5,NA,1,15
"3030","ARS 053","Amazon","Amazonas",-2.864,"ARS",14,"C",28,"M",1,2.704,14,NA,NA,16,NA,1,0.0625,0.0714285714285714,2,0.5,NA,2,16
"3031","ARS 054","Amazon","Amazonas",-2.864,"ARS",14,"C",28,"M",1,2.584,14,NA,NA,16,NA,1,0.0625,0.0714285714285714,2,0.5,NA,2,16
"3032","ARS 055","Amazon","Amazonas",-2.864,"ARS",14,"C",28,"F",0,2.689,17,NA,NA,18,NA,1,0.0555555555555556,0.0588235294117647,1,1,NA,2,18
"3033","ARS 056","Amazon","Amazonas",-2.864,"ARS",14,"C",28,"M",1,2.536,14,NA,NA,16,NA,1,0.0625,0.0714285714285714,2,0.5,NA,2,16
"3034","ARS 057","Amazon","Amazonas",-2.864,"ARS",14,"C",28,"F",0,2.356,14,NA,NA,16,NA,1,0.0625,0.0714285714285714,2,0.5,NA,2,16
"3035","ARS 058","Amazon","Amazonas",-2.864,"ARS",14,"C",28,"M",1,2.403,14,NA,NA,16,NA,1,0.0625,0.0714285714285714,2,0.5,NA,1,16
"3036","ARS 059","Amazon","Amazonas",-2.864,"ARS",14,"C",28,"M",1,2.699,15,NA,NA,17,NA,1,0.0588235294117647,0.0666666666666667,2,0.5,NA,2,17
"3037","ARS 060","Amazon","Amazonas",-2.864,"ARS",14,"C",28,"F",0,2.734,16,NA,NA,18,NA,1,0.0555555555555556,0.0625,2,0.5,NA,2,18
"3038","ARS 061","Amazon","Amazonas",-2.864,"ARS",14,"C",28,"M",1,2.533,13,NA,NA,15,NA,1,0.0666666666666667,0.0769230769230769,2,0.5,NA,2,15
"3039","ARS 062","Amazon","Amazonas",-2.864,"ARS",14,"C",28,"F",0,2.377,14,NA,NA,16,NA,1,0.0625,0.0714285714285714,2,0.5,NA,2,16
"3040","ARS 063","Amazon","Amazonas",-2.864,"ARS",14,"C",28,"M",1,2.532,15,NA,NA,16,NA,1,0.0625,0.0666666666666667,1,1,NA,2,16
"3041","ARS 064","Amazon","Amazonas",-2.864,"ARS",14,"C",28,"F",0,2.572,16,NA,NA,17,NA,1,0.0588235294117647,0.0625,1,1,NA,3,17
"3042","ARS 065","Amazon","Amazonas",-2.864,"ARS",14,"C",28,"M",1,2.674,17,NA,NA,18,NA,1,0.0555555555555556,0.0588235294117647,1,1,NA,2,18
"3043","ARS 066","Amazon","Amazonas",-2.864,"ARS",17,"A",20,"M",1,2.764,16,NA,NA,19,NA,1,0.0526315789473684,0.0625,3,0.333333333333333,NA,5,19
"3044","ARS 067","Amazon","Amazonas",-2.864,"ARS",17,"A",20,"M",1,2.691,17,NA,NA,19,NA,1,0.0526315789473684,0.0588235294117647,2,0.5,NA,5,19
"3045","ARS 068","Amazon","Amazonas",-2.864,"ARS",17,"A",20,"M",1,2.818,17,NA,NA,20,NA,1,0.05,0.0588235294117647,3,0.333333333333333,NA,4,20
"3046","ARS 069","Amazon","Amazonas",-2.864,"ARS",17,"A",20,"M",1,2.776,18,NA,NA,21,NA,1,0.0476190476190476,0.0555555555555556,3,0.333333333333333,NA,3,21
"3047","ARS 070","Amazon","Amazonas",-2.864,"ARS",17,"A",20,"F",0,2.959,19,NA,NA,22,NA,1,0.0454545454545455,0.0526315789473684,3,0.333333333333333,NA,5,22
"3048","ARS 071","Amazon","Amazonas",-2.864,"ARS",17,"A",20,"M",1,2.63,18,NA,NA,21,NA,1,0.0476190476190476,0.0555555555555556,3,0.333333333333333,NA,4,21
"3049","ARS 072","Amazon","Amazonas",-2.864,"ARS",17,"A",20,"M",1,2.656,18,NA,NA,21,NA,1,0.0476190476190476,0.0555555555555556,3,0.333333333333333,NA,4,21
"3050","ARS 073","Amazon","Amazonas",-2.864,"ARS",17,"A",20,"M",1,2.691,19,NA,NA,22,NA,1,0.0454545454545455,0.0526315789473684,3,0.333333333333333,NA,3,22
"3051","ARS 074","Amazon","Amazonas",-2.864,"ARS",17,"A",20,"M",1,2.651,19,NA,NA,22,NA,1,0.0454545454545455,0.0526315789473684,3,0.333333333333333,NA,3,22
"3052","ARS 075","Amazon","Amazonas",-2.864,"ARS",17,"A",20,"F",0,2.903,22,NA,NA,24,NA,1,0.0416666666666667,0.0454545454545455,2,0.5,NA,6,24
"3053","ARS 076","Amazon","Amazonas",-2.864,"ARS",17,"A",20,"F",0,2.465,16,NA,NA,18,NA,1,0.0555555555555556,0.0625,2,0.5,NA,5,18
"3054","ARS 077","Amazon","Amazonas",-2.864,"ARS",17,"A",20,"M",1,2.704,16,NA,NA,19,NA,1,0.0526315789473684,0.0625,3,0.333333333333333,NA,5,19
"3055","ARS 078","Amazon","Amazonas",-2.864,"ARS",17,"A",20,"M",1,2.82,18,NA,NA,21,NA,1,0.0476190476190476,0.0555555555555556,3,0.333333333333333,NA,4,21
"3056","ARS 079","Amazon","Amazonas",-2.864,"ARS",17,"A",20,"M",1,2.931,19,NA,NA,22,NA,1,0.0454545454545455,0.0526315789473684,3,0.333333333333333,NA,5,22
"3057","ARS 080","Amazon","Amazonas",-2.864,"ARS",17,"A",20,"",NA,NA,NA,19,NA,NA,19,0,NA,NA,NA,NA,0.0526315789473684,NA,19
"3058","ARS 081","Amazon","Amazonas",-2.864,"ARS",17,"B",24,"F",0,2.555,13,NA,NA,15,NA,1,0.0666666666666667,0.0769230769230769,2,0.5,NA,3,15
"3059","ARS 082","Amazon","Amazonas",-2.864,"ARS",17,"B",24,"M",1,2.549,14,NA,NA,16,NA,1,0.0625,0.0714285714285714,2,0.5,NA,2,16
"3060","ARS 083","Amazon","Amazonas",-2.864,"ARS",17,"B",24,"M",1,2.544,14,NA,NA,16,NA,1,0.0625,0.0714285714285714,2,0.5,NA,3,16
"3061","ARS 084","Amazon","Amazonas",-2.864,"ARS",17,"B",24,"M",1,2.844,16,NA,NA,18,NA,1,0.0555555555555556,0.0625,2,0.5,NA,3,18
"3062","ARS 085","Amazon","Amazonas",-2.864,"ARS",17,"B",24,"F",0,2.708,17,NA,NA,19,NA,1,0.0526315789473684,0.0588235294117647,2,0.5,NA,3,19
"3063","ARS 086","Amazon","Amazonas",-2.864,"ARS",17,"B",24,"M",1,2.729,14,NA,NA,16,NA,1,0.0625,0.0714285714285714,2,0.5,NA,3,16
"3064","ARS 087","Amazon","Amazonas",-2.864,"ARS",17,"B",24,"F",0,2.484,14,NA,NA,16,NA,1,0.0625,0.0714285714285714,2,0.5,NA,3,16
"3065","ARS 088","Amazon","Amazonas",-2.864,"ARS",17,"B",24,"F",0,2.679,15,NA,NA,17,NA,1,0.0588235294117647,0.0666666666666667,2,0.5,NA,3,17
"3066","ARS 089","Amazon","Amazonas",-2.864,"ARS",17,"B",24,"F",0,2.741,15,NA,NA,17,NA,1,0.0588235294117647,0.0666666666666667,2,0.5,NA,3,17
"3067","ARS 090","Amazon","Amazonas",-2.864,"ARS",17,"B",24,"M",1,2.865,17,NA,NA,19,NA,1,0.0526315789473684,0.0588235294117647,2,0.5,NA,3,19
"3068","ARS 091","Amazon","Amazonas",-2.864,"ARS",17,"B",24,"",NA,NA,NA,NA,16,NA,16,0,NA,NA,NA,NA,0.0625,NA,16
"3069","ARS 092","Amazon","Amazonas",-2.864,"ARS",17,"B",24,"M",1,2.593,17,NA,NA,19,NA,1,0.0526315789473684,0.0588235294117647,2,0.5,NA,2,19
"3070","ARS 093","Amazon","Amazonas",-2.864,"ARS",17,"B",24,"F",0,2.389,17,NA,NA,19,NA,1,0.0526315789473684,0.0588235294117647,2,0.5,NA,2,19
"3071","ARS 094","Amazon","Amazonas",-2.864,"ARS",17,"B",24,"M",1,2.392,17,NA,NA,19,NA,1,0.0526315789473684,0.0588235294117647,2,0.5,NA,3,19
"3072","ARS 095","Amazon","Amazonas",-2.864,"ARS",17,"B",24,"F",0,2.48,18,NA,NA,20,NA,1,0.05,0.0555555555555556,2,0.5,NA,3,20
"3073","ARS 096","Amazon","Amazonas",-2.864,"ARS",17,"C",28,"F",0,2.434,12,NA,NA,14,NA,1,0.0714285714285714,0.0833333333333333,2,0.5,NA,2,14
"3074","ARS 097","Amazon","Amazonas",-2.864,"ARS",17,"C",28,"M",1,2.438,13,NA,NA,14,NA,1,0.0714285714285714,0.0769230769230769,1,1,NA,2,14
"3075","ARS 099","Amazon","Amazonas",-2.864,"ARS",17,"C",28,"M",1,2.645,14,NA,NA,16,NA,1,0.0625,0.0714285714285714,2,0.5,NA,2,16
"3076","ARS 100","Amazon","Amazonas",-2.864,"ARS",17,"C",28,"F",0,2.771,16,NA,NA,18,NA,1,0.0555555555555556,0.0625,2,0.5,NA,3,18
"3077","ARS 101","Amazon","Amazonas",-2.864,"ARS",17,"C",28,"M",1,2.515,12,NA,NA,13,NA,1,0.0769230769230769,0.0833333333333333,1,1,NA,2,13
"3078","ARS 102","Amazon","Amazonas",-2.864,"ARS",17,"C",28,"F",0,2.464,12,NA,NA,13,NA,1,0.0769230769230769,0.0833333333333333,1,1,NA,2,13
"3079","ARS 103","Amazon","Amazonas",-2.864,"ARS",17,"C",28,"M",1,2.588,12,NA,NA,14,NA,1,0.0714285714285714,0.0833333333333333,2,0.5,NA,2,14
"3080","ARS 104","Amazon","Amazonas",-2.864,"ARS",17,"C",28,"M",1,2.861,13,NA,NA,15,NA,1,0.0666666666666667,0.0769230769230769,2,0.5,NA,2,15
"3081","ARS 105","Amazon","Amazonas",-2.864,"ARS",17,"C",28,"",NA,NA,NA,14,NA,NA,14,0,NA,NA,NA,NA,0.0714285714285714,NA,14
"3082","ARS 106","Amazon","Amazonas",-2.864,"ARS",17,"C",28,"M",1,2.596,13,NA,NA,15,NA,1,0.0666666666666667,0.0769230769230769,2,0.5,NA,2,15
"3083","ARS 107","Amazon","Amazonas",-2.864,"ARS",17,"C",28,"M",1,2.554,14,NA,NA,16,NA,1,0.0625,0.0714285714285714,2,0.5,NA,2,16
"3084","ARS 108","Amazon","Amazonas",-2.864,"ARS",17,"C",28,"F",0,2.449,14,NA,NA,16,NA,1,0.0625,0.0714285714285714,2,0.5,NA,2,16
"3085","ARS 109","Amazon","Amazonas",-2.864,"ARS",17,"C",28,"M",1,2.588,14,NA,NA,16,NA,1,0.0625,0.0714285714285714,2,0.5,NA,2,16
"3086","ARS 110","Amazon","Amazonas",-2.864,"ARS",17,"C",28,"M",1,2.572,14,NA,NA,16,NA,1,0.0625,0.0714285714285714,2,0.5,NA,2,16
"3087","ARS 111","Amazon","Amazonas",-2.864,"ARS",3,"A",20,"M",1,2.874,15,NA,NA,18,NA,1,0.0555555555555556,0.0666666666666667,3,0.333333333333333,NA,4,18
"3088","ARS 112","Amazon","Amazonas",-2.864,"ARS",3,"A",20,"F",0,2.838,17,NA,NA,20,NA,1,0.05,0.0588235294117647,3,0.333333333333333,NA,5,20
"3089","ARS 113","Amazon","Amazonas",-2.864,"ARS",3,"A",20,"M",1,2.93,17,NA,NA,20,NA,1,0.05,0.0588235294117647,3,0.333333333333333,NA,5,20
"3090","ARS 114","Amazon","Amazonas",-2.864,"ARS",3,"A",20,"M",1,2.862,19,NA,NA,22,NA,1,0.0454545454545455,0.0526315789473684,3,0.333333333333333,NA,5,22
"3091","ARS 116","Amazon","Amazonas",-2.864,"ARS",3,"A",20,"F",0,2.755,16,NA,NA,19,NA,1,0.0526315789473684,0.0625,3,0.333333333333333,NA,4,19
"3092","ARS 117","Amazon","Amazonas",-2.864,"ARS",3,"A",20,"M",1,2.843,17,NA,NA,20,NA,1,0.05,0.0588235294117647,3,0.333333333333333,NA,4,20
"3093","ARS 118","Amazon","Amazonas",-2.864,"ARS",3,"A",20,"M",1,3.004,18,NA,NA,21,NA,1,0.0476190476190476,0.0555555555555556,3,0.333333333333333,NA,5,21
"3094","ARS 119","Amazon","Amazonas",-2.864,"ARS",3,"A",20,"F",0,2.934,20,NA,NA,23,NA,1,0.0434782608695652,0.05,3,0.333333333333333,NA,5,23
"3095","ARS 120","Amazon","Amazonas",-2.864,"ARS",3,"A",20,"M",1,2.638,24,NA,NA,29,NA,1,0.0344827586206897,0.0416666666666667,5,0.2,NA,6,29
"3096","ARS 121","Amazon","Amazonas",-2.864,"ARS",3,"A",20,"F",0,2.632,18,NA,NA,21,NA,1,0.0476190476190476,0.0555555555555556,3,0.333333333333333,NA,4,21
"3097","ARS 122","Amazon","Amazonas",-2.864,"ARS",3,"A",20,"F",0,2.434,19,NA,NA,22,NA,1,0.0454545454545455,0.0526315789473684,3,0.333333333333333,NA,4,22
"3098","ARS 123","Amazon","Amazonas",-2.864,"ARS",3,"A",20,"",NA,NA,NA,NA,21,NA,21,0,NA,NA,NA,NA,0.0476190476190476,NA,21
"3099","ARS 124","Amazon","Amazonas",-2.864,"ARS",3,"A",20,"F",0,2.765,22,NA,NA,25,NA,1,0.04,0.0454545454545455,3,0.333333333333333,NA,3,25
"3100","ARS 125","Amazon","Amazonas",-2.864,"ARS",3,"A",20,"F",0,2.9,23,NA,NA,25,NA,1,0.04,0.0434782608695652,2,0.5,NA,4,25
"3101","ARS 126","Amazon","Amazonas",-2.864,"ARS",3,"B",24,"F",0,2.498,13,NA,NA,15,NA,1,0.0666666666666667,0.0769230769230769,2,0.5,NA,3,15
"3102","ARS 127","Amazon","Amazonas",-2.864,"ARS",3,"B",24,"M",1,2.657,17,NA,NA,19,NA,1,0.0526315789473684,0.0588235294117647,2,0.5,NA,2,19
"3103","ARS 128","Amazon","Amazonas",-2.864,"ARS",3,"B",24,"M",1,2.636,17,NA,NA,19,NA,1,0.0526315789473684,0.0588235294117647,2,0.5,NA,2,19
"3104","ARS 129","Amazon","Amazonas",-2.864,"ARS",3,"B",24,"F",0,2.4,18,NA,NA,20,NA,1,0.05,0.0555555555555556,2,0.5,NA,2,20
"3105","ARS 130","Amazon","Amazonas",-2.864,"ARS",3,"B",24,"M",1,2.799,19,NA,NA,21,NA,1,0.0476190476190476,0.0526315789473684,2,0.5,NA,3,21
"3106","ARS 131","Amazon","Amazonas",-2.864,"ARS",3,"B",24,"M",1,2.618,13,NA,NA,15,NA,1,0.0666666666666667,0.0769230769230769,2,0.5,NA,3,15
"3107","ARS 132","Amazon","Amazonas",-2.864,"ARS",3,"B",24,"M",1,2.647,13,NA,NA,14,NA,1,0.0714285714285714,0.0769230769230769,1,1,NA,3,14
"3108","ARS 133","Amazon","Amazonas",-2.864,"ARS",3,"B",24,"F",0,2.808,15,NA,NA,17,NA,1,0.0588235294117647,0.0666666666666667,2,0.5,NA,3,17
"3109","ARS 134","Amazon","Amazonas",-2.864,"ARS",3,"B",24,"M",1,NA,17,NA,NA,19,NA,1,0.0526315789473684,0.0588235294117647,2,0.5,NA,1,19
"3110","ARS 135","Amazon","Amazonas",-2.864,"ARS",3,"B",24,"M",1,2.485,18,NA,NA,20,NA,1,0.05,0.0555555555555556,2,0.5,NA,2,20
"3111","ARS 136","Amazon","Amazonas",-2.864,"ARS",3,"B",24,"M",1,2.694,13,NA,NA,14,NA,1,0.0714285714285714,0.0769230769230769,1,1,NA,3,14
"3112","ARS 137","Amazon","Amazonas",-2.864,"ARS",3,"B",24,"M",1,2.449,14,NA,NA,16,NA,1,0.0625,0.0714285714285714,2,0.5,NA,2,16
"3113","ARS 138","Amazon","Amazonas",-2.864,"ARS",3,"B",24,"F",0,2.799,15,NA,NA,17,NA,1,0.0588235294117647,0.0666666666666667,2,0.5,NA,3,17
"3114","ARS 139","Amazon","Amazonas",-2.864,"ARS",3,"B",24,"F",0,2.781,17,NA,NA,19,NA,1,0.0526315789473684,0.0588235294117647,2,0.5,NA,3,19
"3115","ARS 140","Amazon","Amazonas",-2.864,"ARS",3,"B",24,"F",0,NA,17,NA,NA,19,NA,1,0.0526315789473684,0.0588235294117647,2,0.5,NA,2,19
"3116","ARS 141","Amazon","Amazonas",-2.864,"ARS",3,"C",28,"F",0,2.531,12,NA,NA,13,NA,1,0.0769230769230769,0.0833333333333333,1,1,NA,2,13
"3117","ARS 142","Amazon","Amazonas",-2.864,"ARS",3,"C",28,"F",0,2.461,12,NA,NA,14,NA,1,0.0714285714285714,0.0833333333333333,2,0.5,NA,2,14
"3118","ARS 144","Amazon","Amazonas",-2.864,"ARS",3,"C",28,"F",0,2.432,14,NA,NA,16,NA,1,0.0625,0.0714285714285714,2,0.5,NA,0,16
"3119","ARS 145","Amazon","Amazonas",-2.864,"ARS",3,"C",28,"",NA,NA,NA,14,NA,NA,14,0,NA,NA,NA,NA,0.0714285714285714,NA,14
"3120","ARS 146","Amazon","Amazonas",-2.864,"ARS",3,"C",28,"M",1,2.379,12,NA,NA,14,NA,1,0.0714285714285714,0.0833333333333333,2,0.5,NA,1,14
"3121","ARS 147","Amazon","Amazonas",-2.864,"ARS",3,"C",28,"M",1,2.468,13,NA,NA,14,NA,1,0.0714285714285714,0.0769230769230769,1,1,NA,2,14
"3122","ARS 148","Amazon","Amazonas",-2.864,"ARS",3,"C",28,"M",1,2.433,14,NA,NA,16,NA,1,0.0625,0.0714285714285714,2,0.5,NA,2,16
"3123","ARS 149","Amazon","Amazonas",-2.864,"ARS",3,"C",28,"M",1,2.679,16,NA,NA,17,NA,1,0.0588235294117647,0.0625,1,1,NA,2,17
"3124","ARS 150","Amazon","Amazonas",-2.864,"ARS",3,"C",28,"",NA,NA,NA,16,NA,NA,16,0,NA,NA,NA,NA,0.0625,NA,16
"3125","ARS 151","Amazon","Amazonas",-2.864,"ARS",3,"C",28,"M",1,2.56,12,NA,NA,14,NA,1,0.0714285714285714,0.0833333333333333,2,0.5,NA,2,14
"3126","ARS 152","Amazon","Amazonas",-2.864,"ARS",3,"C",28,"F",0,2.366,15,NA,NA,16,NA,1,0.0625,0.0666666666666667,1,1,NA,2,16
"3127","ARS 153","Amazon","Amazonas",-2.864,"ARS",3,"C",28,"M",1,2.607,15,NA,NA,17,NA,1,0.0588235294117647,0.0666666666666667,2,0.5,NA,1,17
"3128","ARS 154","Amazon","Amazonas",-2.864,"ARS",3,"C",28,"F",0,2.522,16,NA,NA,17,NA,1,0.0588235294117647,0.0625,1,1,NA,2,17
"3129","ARS 155","Amazon","Amazonas",-2.864,"ARS",3,"C",28,"",NA,NA,NA,13,NA,NA,13,0,NA,NA,NA,NA,0.0769230769230769,NA,13
"3130","ARS 156","Amazon","Amazonas",-2.864,"ARS",16,"A",20,"F",0,2.609,16,NA,NA,19,NA,1,0.0526315789473684,0.0625,3,0.333333333333333,NA,5,19
"3131","ARS 157","Amazon","Amazonas",-2.864,"ARS",16,"A",20,"M",1,2.597,17,NA,NA,20,NA,1,0.05,0.0588235294117647,3,0.333333333333333,NA,3,20
"3132","ARS 158","Amazon","Amazonas",-2.864,"ARS",16,"A",20,"M",1,2.736,17,NA,NA,20,NA,1,0.05,0.0588235294117647,3,0.333333333333333,NA,4,20
"3133","ARS 159","Amazon","Amazonas",-2.864,"ARS",16,"A",20,"F",0,2.532,18,NA,NA,20,NA,1,0.05,0.0555555555555556,2,0.5,NA,5,20
"3134","ARS 160","Amazon","Amazonas",-2.864,"ARS",16,"A",20,"F",0,2.699,19,NA,NA,22,NA,1,0.0454545454545455,0.0526315789473684,3,0.333333333333333,NA,6,22
"3135","ARS 161","Amazon","Amazonas",-2.864,"ARS",16,"A",20,"F",0,2.701,15,NA,NA,18,NA,1,0.0555555555555556,0.0666666666666667,3,0.333333333333333,NA,6,18
"3136","ARS 162","Amazon","Amazonas",-2.864,"ARS",16,"A",20,"M",1,2.735,15,NA,NA,17,NA,1,0.0588235294117647,0.0666666666666667,2,0.5,NA,6,17
"3137","ARS 163","Amazon","Amazonas",-2.864,"ARS",16,"A",20,"F",0,2.843,16,NA,NA,18,NA,1,0.0555555555555556,0.0625,2,0.5,NA,5,18
"3138","ARS 164","Amazon","Amazonas",-2.864,"ARS",16,"A",20,"M",1,2.944,17,NA,NA,20,NA,1,0.05,0.0588235294117647,3,0.333333333333333,NA,5,20
"3139","ARS 165","Amazon","Amazonas",-2.864,"ARS",16,"A",20,"M",1,2.917,19,NA,NA,22,NA,1,0.0454545454545455,0.0526315789473684,3,0.333333333333333,NA,6,22
"3140","ARS 166","Amazon","Amazonas",-2.864,"ARS",16,"A",20,"F",0,2.704,16,NA,NA,18,NA,1,0.0555555555555556,0.0625,2,0.5,NA,6,18
"3141","ARS 167","Amazon","Amazonas",-2.864,"ARS",16,"A",20,"M",1,2.747,17,NA,NA,20,NA,1,0.05,0.0588235294117647,3,0.333333333333333,NA,4,20
"3142","ARS 168","Amazon","Amazonas",-2.864,"ARS",16,"A",20,"F",0,2.671,17,NA,NA,20,NA,1,0.05,0.0588235294117647,3,0.333333333333333,NA,4,20
"3143","ARS 169","Amazon","Amazonas",-2.864,"ARS",16,"A",20,"F",0,3.051,21,NA,NA,24,NA,1,0.0416666666666667,0.0476190476190476,3,0.333333333333333,NA,5,24
